Tweet,Geo,Location
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Vishakhapatnam, India"
"#CPIM PBM #Comrade #PinarayiVijayan addressed an election meeting in Puthupally, Kottayam district. Com Jaick C Thomas is the #CPIM Candidate there
#LDFForSure
#LeftAlternative https://t.co/wIgm7TtWWV",,
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,India
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Jaipur, India"
RT @SaralPatel: It was nice meeting you @RoshanLalBittu! All the best to you &amp; Team @NSUIWestBengal for the campaigning!,,India
@ManishYadavIn @JitinPrasada @IndrajGurjarinc @SachinPilot @INCIndia @INCRajasthan @devendrayadvinc @ajaymaken @INCWestBengal @RahulGandhi Well done 👍✅,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Gurgaon
RT @taslimanasreen: I was thrown out of West Bengal by CPIM in 2007 and was prevented from entering West Bengal by TMC since 2009. Will I b…,,"Maharashtra, India"
"if konti lang interested, i'll repost later around 9:00AM to 10:00AM!! i'll delete the codes and then repost them again mamaya ☺️ kindly take note na prices are excluding of isf and lsf fees and will only push through if all pc or one pc nalang natira ^^",,
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,"Arlington, TX"
"RT @thomasJins: You need ideological aggressivness to be in BJP &amp; CPIM

But you need ideological clarity to be in INC

There is a differenc…",,"Trivandrum, India"
"RT @chhuti_is: Today's Sanjukta Morcha (@cpimspeak + @INCWestBengal + ISF) rally at Bhangor,  South 24 Pgs. The mainstream media won't show…",,Sri Ganganagar-Raj
"NOTE: 

📍There will be a bundle for Membership assistance including the membership kit and ARMY BOMB. 

📍There might be a new price for lightsticks as we are adding it to the isf.

We are asking for your kind consideration. Remember to ask us for clarification. Thank you. 🙏",,"National Capital Region, Repub"
"RT @maramina_: Hosting a nonprofit PH GO for @supertingg and @picklddd TGCF p4p collaboration pin! 

🏷️ Php 1,040.00 to Php 1,144.00
📆 DOO:…",,
@SDey83 @CPIM_WESTBENGAL @cpimspeak @salimdotcomrade @DharDipsita @MayukhDuke @GANASHAKTI1 @ajoydasgupta @SUNDARmyth @mishra_surjya @Sujan_Speak The fascist and communal alliance will not cross 10 seats in WB..why sud we vote for this communal manuwadi fascist parties Congress +Left+ISF. You destroyed our industry culture language u have snatched our land and changed our demography. So no vote for this jot.,,
"RT @universathena: NOTE: 

📍There will be a bundle for Membership assistance including the membership kit and ARMY BOMB. 

📍There might be…",,eternally seven ♡⃕  
RT @taslimanasreen: I was thrown out of West Bengal by CPIM in 2007 and was prevented from entering West Bengal by TMC since 2009. Will I b…,,
@sandyyyy1989 @VivekNangia6 @aartic02 He can’t calm his tits bro🤣🤣,,"Mumbai, India"
"RT @maramina_: Hosting a nonprofit PH GO for @supertingg and @picklddd TGCF p4p collaboration pin! 

🏷️ Php 1,040.00 to Php 1,144.00
📆 DOO:…",,she/her | 19
"@Iam_Chintamani @Election_in WB POLL
BJP-212
CONGRESS/LEFT-12
TMC-70/71.
ISF-4.",,"Mumbai, India"
Should I get this isf or just throw a blower set up on the G37 🧐,,"Dallas, TX 📍"
"@pssubhash @preadi The lier from CPIM got exposed, please prepare properly and go 4 debates else u will be exposed. Well it is easier to tell truth as it requires no preparation but to say lies u will really need 2 prepare properly. People don't vote for CPIM &amp; Congress",,India
@ManishYadavIn @JitinPrasada @IndrajGurjarinc @SachinPilot @INCIndia @INCRajasthan @devendrayadvinc @ajaymaken @INCWestBengal @RahulGandhi Jai congress,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Karnataka, India"
"RT @20thPageShop_PH: #20thPage_GO

[PLS RT] 
We are accepting Mercari JP
Pasabuy!

- fixed rate (.58 per listing, no service fee)
- ISF is…",,"Pasig City, National Capital R"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,," Nagaland, India"
"RT @maramina_: Hosting a nonprofit PH GO for @supertingg and @picklddd TGCF p4p collaboration pin! 

🏷️ Php 1,040.00 to Php 1,144.00
📆 DOO:…",,🇵🇭
"RT @20thPageShop_PH: #20thPage_GO

[PLS RT] 
We are accepting Mercari JP
Pasabuy!

- fixed rate (.58 per listing, no service fee)
- ISF is…",,nah fam
"Only 5 % of VVPAT will be matched se per @ECISVEEP 

First time History will be created , @cpimspeak will loose all state govt 🤣

सीपीएम की बरबादी तक जंग चलेगी ।",,"Kharagpur , West Bengal ."
"RT @maramina_: Hosting a nonprofit PH GO for @supertingg and @picklddd TGCF p4p collaboration pin! 

🏷️ Php 1,040.00 to Php 1,144.00
📆 DOO:…",,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,
"RT @Daya88476: Only 5 % of VVPAT will be matched se per @ECISVEEP 

First time History will be created , @cpimspeak will loose all state go…",,"JAMBHU  dweepe, BHARATA Varshe"
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,
"RT @souravramyani: Whom to Vote? A dilemma for Voters like me,want you all to ask as Lenin : What is to be done? I’m completely perplexed a…",," Nagaland, India"
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,
Mar 22 2009 Report US released 100s of prisoners from Camp Bucca under SOFA ISF afraid releasees would revive militias &amp; insurgency Intel officer said some regrouping as special groups in Basra &amp; Baghdad while others joining ISI cells in Baghdad and Anbar https://t.co/gHntxrdnCe,,"Berkeley, CA"
"@manoramanews prepoll survey till March 15
Yesterday it was #CPIM led LDF, today #Congress led UDF &amp; as it moves south, it will favour few seats for #BJP led #NDA.  Survey has methodology. But also publish profile of respondents.  #KeralaAssemblyElections2021 
#keralaelections https://t.co/7SCZh6NOQo",,"Kerala, India"
"RT @cpimspeak: CPIM candidates in Tamil Nadu, Sreenivasan (Kovilpatti), S K Ponnuthai (Thiruparankuntram), N Pandi (Dindugal), Nagai Maali…",,KOLKATA
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,India
"“Shailaja Teacher is ours. Mattannur is a CPIM constituency. That will never change.""

Despite the CPIM’s alleged involvement in ‘political murders’, support for Shailaja is clear in her constituency.

@NidhiSuresh_ reports. #keralaelections 

https://t.co/fw4kN6WJON",,
"Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chowdhury. 
Defeat the TMC-BJP nexus. Vote for alternative secular Govt at the state.
#জোটেভোট
#Vote4Left
#Vote4SanjuktaMorcha
#BengalNeedsLeft https://t.co/VkUuvs8z9r",,"Kolkata, West Bengal"
RT @CPIM_WESTBENGAL: Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chow…,,Earth
RT @CPIM_WESTBENGAL: Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chow…,,Naihati
RT @Saurabh05433658: I think that cpi party hate speech against farmer cpi party leader not know about differance between landlords and far…,,
"RT @cpimspeak: CPIM candidates in Tamil Nadu, Sreenivasan (Kovilpatti), S K Ponnuthai (Thiruparankuntram), N Pandi (Dindugal), Nagai Maali…",,kerala
"@VivekNangia6 @aartic02 Seems you are the most affected person from this hate that you started hating everyone except one guy. May God give your parents the power to tolerate you, otherwise they will not be able to bear your hatred. https://t.co/hd4oGqigIB",,ठीक तुम्हारे पीछे..
RT @CPIM_WESTBENGAL: Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chow…,,"Bokaro Steel City,Jharkhand "
"RT @newslaundry: “Shailaja Teacher is ours. Mattannur is a CPIM constituency. That will never change.""

Despite the CPIM’s alleged involvem…",,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Loharu, Haryana India"
"RT @newslaundry: “Shailaja Teacher is ours. Mattannur is a CPIM constituency. That will never change.""

Despite the CPIM’s alleged involvem…",,"New Delhi, India"
"@BannaGupta76 @INCJharkhand @INCIndia @IYC @nsui @INCWestBengal @priyankagandhi @RahulGandhi @kcvenugopalmp @SinghRPN #WorldWaterDay #WorldWaterDay2021 
Finally #water mentioned as a point of concern during #WestBengalElection campaign. Purulia faces scarcity &amp; #fluoride contamination in #groundwater. #WestBengal  too encounters myriad water challenges. Can #water ever become an election issue?",,
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,"Kerala, India"
"RT @cometscrush: 【BATCH 4 PH G.O】 Pls rt!

Hipromland Sticker Sets

💸 Php 390-540
🤍 isf + lsf will be collected once the group order is clo…",,
"@INCdilse @ck_raghavan @PoudelKshitij @INCKerala @RahulGandhi Bjp is not getting any disproportionate coverage but INC deserves a better coverage. 
CPIM is getting a disproportionate coverage, ostensibly due to govt funded ads.",,
RT @SDey83: Election rally of #UnitedAlliance at Sabang Assembly Constituency. CPIM leader @Tanmoy_Speak and INC leader @adhirrcinc present…,,"Kolkata, India"
RT @CPIM_WESTBENGAL: Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chow…,,"Asansol, India"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Rohtak 
"To whom you vote in Punjab 2022 
Doesn't matter 

Just consider them once 

https://t.co/ejyeeK30oM",,B&D smartcity
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,
RT @CPIM_WESTBENGAL: Glimpses of the election campaign at Durgapur in support of #SanjuktaMorcha LF nominated CPIM candidate Abhas Roy Chow…,,
"@SanithThomas @methedrift @1887_2000 @jerry_jo2 @siraj2284 @AtheistSpeaKing Yes and you've successfully proved that Cpim and Indira planned the emergency together and cpim leaders happily moved to jail with the police. 
 
What sort of conclusions are you trying to bring up?🤣🤣",,
"RT @little_dipperPH: [PH GO] JAPAN HANRYU PIA MAGAZINE #CHAEUNWOO Cover
💸Php 850 + ISF + LSF 

🗓DOO: March 22
🗓DOP: March 24
📩FORM: https:/…",,🇵🇭
"RT @Daya88476: Only 5 % of VVPAT will be matched se per @ECISVEEP 

First time History will be created , @cpimspeak will loose all state go…",,"Pune, India"
@Despopressin @harikriss True. They are their sacrificial lambs. Other comrades who are conscious of their image don't make into debates where CPIM is on backfoot.,,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,
RT @Ash_Rokzz23: Another  pollster SN News who doesn't get it wrong usually in direction sticks his neck out and gives BJP Sweep in Bengal…,,
"On Tuesday 23rd March, 10:00 GMT, Paul Holland, Principal Research Analyst at the ISF will be speaking at the @InfosecurityMag Spring Online Summit – EMEA 2021. 

Find out more and register now: https://t.co/yBn1JKn4sY

#ISF #Cybersecurity #RemoteWorking #CISO https://t.co/iDEe6iwfjk",,Worldwide
"RT @securityforum: On Tuesday 23rd March, 10:00 GMT, Paul Holland, Principal Research Analyst at the ISF will be speaking at the @Infosecur…",,India
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Jharkhand, India"
"RT @securityforum: On Tuesday 23rd March, 10:00 GMT, Paul Holland, Principal Research Analyst at the ISF will be speaking at the @Infosecur…",,
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,Thiruvananthapuram 
"@INCWestBengal 
No vote to bjp.plz telecast vizagsteel plant struggles against privatisation in Bengal social media and print media.",,
RT @MeghPyneAbhiyan: @BannaGupta76 @INCJharkhand @INCIndia @IYC @nsui @INCWestBengal @priyankagandhi @RahulGandhi @kcvenugopalmp @SinghRPN…,,
RT @MeghPyneAbhiyan: @BannaGupta76 @INCJharkhand @INCIndia @IYC @nsui @INCWestBengal @priyankagandhi @RahulGandhi @kcvenugopalmp @SinghRPN…,,India
"RT @bhatia_niraj23: @INCIndia and particularly
@INCWestBengal should run this slide in every rally before any leader commences his/her spee…",,"Jaipur, India"
"Starting tom ang collecting ng orders for bulk, shipment and payment. Need kr address for bulk orders and free sf just reach the moq/quota if direct to ph pay for tha isf💜",,batangas city
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,dUbAi
"BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wife
https://t.co/D09qOT9LZR",,New Delhi
"Starting tom ang collecting ng orders for bulk, shipment and payment. Need kr address for bulk orders and free sf just reach the moq/quota if direct to ph pay for the isf💜",,batangas city
